epoch,accuracy,loss,val_acc,val_accuracy,val_loss
0,0.27026367,1.9265356199457926,0.18208414316177368,0.18208414316177368,1.9861388596428176
1,0.3382563,1.7493112868386387,0.18208414316177368,0.18208414316177368,1.9723462052383804
2,0.37730327,1.6514814086184448,0.19796600937843323,0.19796600937843323,1.961643844834607
3,0.4117524,1.5726627811019773,0.1671774834394455,0.1671774834394455,1.9694530506524643
4,0.44125536,1.5072003885049456,0.19615492224693298,0.19615492224693298,1.9379620065128416
5,0.4649413,1.4515890741286812,0.19434383511543274,0.19434383511543274,1.8655080383419824
6,0.4709673,1.4248270781304528,0.26971301436424255,0.26971301436424255,1.7850477239088482
7,0.48326308,1.3873061066266117,0.38952353596687317,0.38952353596687317,1.5809576595417467
8,0.4994601,1.3532255548988874,0.488576203584671,0.488576203584671,1.3929975017859564
9,0.50451076,1.3323253105084447,0.4970743954181671,0.4970743954181671,1.3504994103223642
10,0.51241773,1.3122268553508305,0.5284201502799988,0.5284201502799988,1.2711954699083436
11,0.51614475,1.2937709851268109,0.5203399062156677,0.5203399062156677,1.2847028772755897
12,0.52453935,1.2760617022537761,0.4972137212753296,0.4972137212753296,1.3438650685188398
13,0.530426,1.2603360149129488,0.5018110871315002,0.5018110871315002,1.347475184840258
14,0.53631264,1.2474707013499613,0.469072163105011,0.469072163105011,1.4594818621699477
15,0.5371138,1.2327069972366902,0.5218724012374878,0.5218724012374878,1.2806767018002765
16,0.54892194,1.213512337283782,0.5227082967758179,0.5227082967758179,1.25630600633778
17,0.54895675,1.2094331672977323,0.5376149415969849,0.5376149415969849,1.2541352071015408
18,0.5543558,1.190560463856802,0.5034828782081604,0.5034828782081604,1.3639788147997278
19,0.5517433,1.1959500153812397,0.5391473770141602,0.5391473770141602,1.2277886141439307
20,0.5571772,1.1833408105136285,0.5636667609214783,0.5636667609214783,1.1869183595747161
21,0.5643875,1.166838504151618,0.5656171441078186,0.5656171441078186,1.1773241940033605
22,0.56891567,1.1538942845422706,0.5599052906036377,0.5599052906036377,1.1985732278109062
23,0.56790555,1.1564429833093504,0.5544719696044922,0.5544719696044922,1.1914852087661794
24,0.5718067,1.1494942523123575,0.5629701614379883,0.5629701614379883,1.1775798928143089
25,0.57839006,1.1342485745983182,0.5526608824729919,0.5526608824729919,1.2070506696549588
26,0.5787732,1.1363981657505882,0.5488994121551514,0.5488994121551514,1.260260226501333
27,0.57737994,1.1298962447946317,0.5692393183708191,0.5692393183708191,1.1572969745679564
28,0.5826396,1.1180523161629183,0.5837280750274658,0.5837280750274658,1.1346537014939189
29,0.5845554,1.1145063644541922,0.561855673789978,0.561855673789978,1.2155744002103872
30,0.5861925,1.1069164392554427,0.5576762557029724,0.5576762557029724,1.1912905045225282
31,0.58748126,1.1084274069435516,0.5477849245071411,0.5477849245071411,1.2106459374944623
32,0.5883521,1.1067105653895626,0.5667316913604736,0.5667316913604736,1.1741442502989812
33,0.58960605,1.0997489160174938,0.5838673710823059,0.5838673710823059,1.1214251850733488
34,0.5903027,1.0945880161797832,0.5865143537521362,0.5865143537521362,1.1354643133863096
35,0.5926016,1.085808888291062,0.5863750576972961,0.5863750576972961,1.1373395114663785
36,0.591278,1.0899237265340702,0.5727221965789795,0.5727221965789795,1.1861726510953225
37,0.5961197,1.0767757440004493,0.5466703772544861,0.5466703772544861,1.3101368945234166
38,0.59650284,1.0775047484192963,0.5879074931144714,0.5879074931144714,1.1243277455180027
39,0.6009265,1.0688131231720028,0.6040679812431335,0.6040679812431335,1.0800233391308458
40,0.6025985,1.0668343168394732,0.5831707715988159,0.5831707715988159,1.1478693835181957
41,0.6025985,1.0655564039269811,0.5834494233131409,0.5834494233131409,1.1210539990329715
42,0.60019505,1.070342843462554,0.6043466329574585,0.6043466329574585,1.079895902490443
43,0.60925144,1.0585579100129845,0.5998885631561279,0.5998885631561279,1.112974645799832
44,0.6046884,1.0595447956039563,0.5969629287719727,0.5969629287719727,1.0876744022340155
45,0.6085548,1.0517611813884058,0.5856784582138062,0.5856784582138062,1.129775707404173
46,0.61019194,1.041346500884395,0.5778768658638,0.5778768658638,1.1546630260505262
47,0.6047233,1.0529314972746522,0.5828921794891357,0.5828921794891357,1.1583073215917745
48,0.6122122,1.0386910105852785,0.5966843366622925,0.5966843366622925,1.0806912853711825
49,0.60963464,1.041333845135992,0.600306510925293,0.600306510925293,1.0923429221188865
50,0.6179595,1.026888042977995,0.5936194062232971,0.5936194062232971,1.1061326096352844
51,0.608938,1.0490452056353134,0.5731401443481445,0.5731401443481445,1.1415599587568834
52,0.62144274,1.0182169646864514,0.5582334995269775,0.5582334995269775,1.2105918849251933
53,0.6152078,1.0336174950869905,0.6053218245506287,0.6053218245506287,1.0899517044246478
54,0.6205023,1.0134295770635242,0.6110337376594543,0.6110337376594543,1.0743352188875364
55,0.61820334,1.0201105992162633,0.6047645807266235,0.6047645807266235,1.076106259769037
56,0.62325406,1.0142122287561561,0.5798272490501404,0.5798272490501404,1.1329761307430188
57,0.61649656,1.0216339484348687,0.592783510684967,0.592783510684967,1.133520218780626
58,0.62015396,1.015459809658225,0.6051825284957886,0.6051825284957886,1.0817946083335102
59,0.62443835,1.003979589544729,0.5968236327171326,0.5968236327171326,1.102947358800761
60,0.6210596,1.0031666537554287,0.6046252250671387,0.6046252250671387,1.072250169610273
61,0.6219304,1.0075420523068512,0.6140986084938049,0.6140986084938049,1.0630811156087947
62,0.6278867,0.9931479167064582,0.5957090854644775,0.5957090854644775,1.0976807437390794
63,0.6246125,1.005329833508551,0.6140986084938049,0.6140986084938049,1.051803035053844
64,0.62854856,0.9923637668982399,0.5966843366622925,0.5966843366622925,1.1307574363763235
65,0.6251698,0.9978771501937137,0.6051825284957886,0.6051825284957886,1.0704517575418362
66,0.62503046,0.9954992545955279,0.6036500334739685,0.6036500334739685,1.0835801143438977
67,0.631161,0.9904861726159274,0.5913903713226318,0.5913903713226318,1.10835755343024
68,0.63607234,0.9803906615622768,0.5989133715629578,0.5989133715629578,1.124964524823399
69,0.6328329,0.9861306348702863,0.6005851030349731,0.6005851030349731,1.0742615357385967
70,0.6311261,0.994226767013695,0.5957090854644775,0.5957090854644775,1.1144239878913558
71,0.63457453,0.9844696252833274,0.5828921794891357,0.5828921794891357,1.1753561596380167
72,0.6369083,0.9802581903150436,0.6093619465827942,0.6093619465827942,1.0766971879896927
73,0.63607234,0.975863022105672,0.6018389463424683,0.6018389463424683,1.1165165258304228
74,0.63244975,0.9785576952243283,0.6089439988136292,0.6089439988136292,1.0644233201034357
75,0.63805777,0.9746634115154307,0.5760657787322998,0.5760657787322998,1.1632769638597218
76,0.6479153,0.9525461963585932,0.6195319294929504,0.6195319294929504,1.035892776607238
77,0.6544986,0.9317572343216167,0.6280301213264465,0.6280301213264465,1.0220401892093405
78,0.6548121,0.9309484014449986,0.6297018527984619,0.6297018527984619,1.0155529149995604
79,0.6565537,0.9299910551677275,0.6323488354682922,0.6323488354682922,1.0129735104285034
80,0.65390646,0.9294113911175256,0.631234347820282,0.631234347820282,1.0090662332822036
81,0.6594796,0.9254324153455482,0.6341599225997925,0.6341599225997925,1.006977571920287
82,0.65610087,0.9255888492461718,0.630955696105957,0.630955696105957,1.0123536680096137
